I-iSQI,I-bSQI,I-pSQI,I-sSQI,I-kSQI,I-fSQI,II-iSQI,II-bSQI,II-pSQI,II-sSQI,II-kSQI,II-fSQI,III-iSQI,III-bSQI,III-pSQI,III-sSQI,III-kSQI,III-fSQI,AVR-iSQI,AVR-bSQI,AVR-pSQI,AVR-sSQI,AVR-kSQI,AVR-fSQI,AVL-iSQI,AVL-bSQI,AVL-pSQI,AVL-sSQI,AVL-kSQI,AVL-fSQI,AVF-iSQI,AVF-bSQI,AVF-pSQI,AVF-sSQI,AVF-kSQI,AVF-fSQI,V1-iSQI,V1-bSQI,V1-pSQI,V1-sSQI,V1-kSQI,V1-fSQI,V2-iSQI,V2-bSQI,V2-pSQI,V2-sSQI,V2-kSQI,V2-fSQI,V3-iSQI,V3-bSQI,V3-pSQI,V3-sSQI,V3-kSQI,V3-fSQI,V4-iSQI,V4-bSQI,V4-pSQI,V4-sSQI,V4-kSQI,V4-fSQI,V5-iSQI,V5-bSQI,V5-pSQI,V5-sSQI,V5-kSQI,V5-fSQI,V6-iSQI,V6-bSQI,V6-pSQI,V6-sSQI,V6-kSQI,V6-fSQI,label
0,2.000000e-01,5.226438e-01,-5.294745e-01,0,1.000200e-02,0,0,9.220069e-01,1.715133e-02,0,1.260252e-02,1.052632e-01,2.000000e-01,6.953967e-01,5.827507e-01,0,3.800760e-03,0,0,5.534122e-01,2.289988e-01,0,1.100220e-02,0,2.000000e-01,8.471847e-01,3.324103e-01,0,6.201240e-03,5.000000e-02,1.000000e-01,5.899334e-01,-6.194365e-01,0,4.800960e-03,5.000000e-02,2.000000e-01,9.783562e-01,6.569747e-01,0,9.801960e-03,1.666667e-01,2.000000e-01,1.087405e+00,-1.920305e+00,1,1.540308e-02,5.000000e-02,2.000000e-01,1.190852e+00,-2.397014e+00,1,1.380276e-02,1.666667e-01,2.000000e-01,1.173941e+00,-1.950721e+00,1,1.500300e-02,1.052632e-01,2.000000e-01,1.115398e+00,-6.108614e-01,1,1.480296e-02,1.666667e-01,2.000000e-01,1.120055e+00,-6.273008e-02,1,8.601720e-03,-1
0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,0,0,0,1,0,0,1.155274e+00,1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
9.090909e-02,1.666667e-01,4.777165e-01,7.577645e-01,0,2.600520e-02,0,0,2.591039e-01,6.286250e-01,0,1.440288e-02,2.000000e-01,1.666667e-01,4.758291e-01,8.500624e-01,1,1.420284e-02,2.000000e-01,1.250000e-01,2.531315e-01,-5.161579e-01,0,2.260452e-02,2.000000e-01,1.666667e-01,3.151763e-01,7.657269e-01,1,1.020204e-02,9.090909e-02,0,8.721557e-01,-3.710245e-01,1,2.400480e-02,2.000000e-01,1.818182e-01,4.045630e-01,-5.154854e-01,0,2.500500e-02,2.000000e-01,1.666667e-01,1.012339e+00,-1.675339e+00,1,2.000400e-02,2.000000e-01,1.666667e-01,7.879717e-01,-6.054272e-01,1,2.120424e-02,2.000000e-01,1.666667e-01,5.306481e-01,-1.312012e-01,0,1.200240e-02,9.090909e-02,1.666667e-01,3.088566e-01,1.796309e-01,0,1.840368e-02,2.000000e-01,1.666667e-01,1.984460e-01,4.992371e-01,0,1.000200e-02,1
2.500000e-01,2.142857e-01,5.713348e-01,-4.610191e-01,0,1.660332e-02,2.500000e-01,2.142857e-01,1.707534e+00,-1.716620e-01,0,1.980396e-02,2.500000e-01,2.142857e-01,7.713245e-01,-2.750287e-01,1,1.620324e-02,2.500000e-01,2.142857e-01,1.179500e+00,4.471994e-01,0,2.120424e-02,2.500000e-01,2.142857e-01,8.598654e-01,2.360379e-01,1,1.820364e-02,1.538462e-01,2.142857e-01,5.272829e-01,-3.277797e-01,1,1.560312e-02,1.538462e-01,2.142857e-01,4.997902e-01,2.426922e-01,0,8.201640e-03,1.538462e-01,2.142857e-01,7.406059e-01,-1.822317e-02,0,8.401680e-03,2.500000e-01,2.142857e-01,1.208758e+00,1.066206e-01,0,1.120224e-02,7.142857e-02,2.142857e-01,1.129533e+00,-2.039983e+00,1,1.720344e-02,2.500000e-01,2.142857e-01,6.751691e-01,-2.579432e-01,0,1.340268e-02,2.500000e-01,2.142857e-01,9.290769e-01,-3.491641e-01,0,1.500300e-02,1
2.500000e-01,1.818182e-01,1.032465e+00,1.594448e+00,1,8.401680e-03,2.500000e-01,1.818182e-01,5.257492e-01,9.927764e-01,1,1.000200e-02,0,7.692308e-02,3.737914e-01,1.709864e-01,0,9.601920e-03,2.500000e-01,1.818182e-01,8.152401e-01,-2.148254e+00,1,1.000200e-02,2.500000e-01,1.818182e-01,3.368300e-01,-4.415629e-02,0,7.401480e-03,2.500000e-01,1.818182e-01,8.755535e-01,-7.865970e-01,1,8.201640e-03,0,0,1.044393e+00,3.124635e-02,1,2.060412e-02,1.111111e-01,1.818182e-01,8.531467e-01,-5.820707e-01,1,1.780356e-02,2.500000e-01,1.818182e-01,6.068158e-01,-5.471873e-01,1,1.120224e-02,2.500000e-01,1.818182e-01,1.161831e+00,-8.651415e-01,1,1.140228e-02,2.500000e-01,1.666667e-01,9.463421e-01,-6.792881e-03,1,9.401880e-03,2.500000e-01,1.818182e-01,9.182007e-01,2.164806e+00,1,1.760352e-02,1
2.142857e-01,2.142857e-01,1.149592e+00,4.287675e-01,1,2.580516e-02,2.142857e-01,2.142857e-01,1.312254e+00,4.298546e-01,1,1.880376e-02,0,0,1.357825e-01,-1.129787e-01,0,1.860372e-02,2.142857e-01,2.142857e-01,1.120420e+00,-4.963569e-01,1,2.020404e-02,6.250000e-02,5.882353e-02,1.294670e+00,2.637047e-01,1,1.380276e-02,1.333333e-01,2.142857e-01,1.116526e+00,1.085655e-01,1,2.240448e-02,2.142857e-01,2.142857e-01,9.798900e-01,-3.770146e-02,1,3.160632e-02,1.333333e-01,2.142857e-01,8.241929e-01,-1.866284e+00,1,1.960392e-02,2.142857e-01,2.142857e-01,1.060353e+00,-2.184724e+00,1,2.060412e-02,2.142857e-01,2.142857e-01,1.200043e+00,-1.603082e+00,1,2.200440e-02,1.333333e-01,2.142857e-01,1.174509e+00,7.143372e-01,1,1.600320e-02,2.142857e-01,2.142857e-01,1.156731e+00,9.356933e-01,1,1.960392e-02,1
4.000000e-01,1.818182e-01,1.056996e+00,3.862265e-01,1,1.660332e-02,4.000000e-01,1.818182e-01,6.120499e-01,5.835644e-03,1,1.580316e-02,4.000000e-01,1.818182e-01,4.479831e-01,8.483078e-01,1,1.380276e-02,4.000000e-01,1.818182e-01,8.541162e-01,-2.942248e-01,1,1.080216e-02,4.000000e-01,1.818182e-01,1.649680e-01,6.560006e-03,0,1.320264e-02,0,1.818182e-01,1.089893e+00,-6.548639e-02,1,1.780356e-02,0,0,8.622662e-01,8.099090e-01,1,3.200640e-03,4.000000e-01,0,6.434160e-02,3.970967e-01,1,5.201040e-03,4.000000e-01,1.818182e-01,9.940071e-01,-9.409390e-01,1,1.440288e-02,4.000000e-01,1.818182e-01,1.114817e+00,-2.878854e+00,1,1.780356e-02,4.000000e-01,1.818182e-01,1.103233e+00,-2.373606e+00,1,1.540308e-02,4.000000e-01,1.818182e-01,1.058948e+00,-1.223271e+00,1,1.580316e-02,-1
1.666667e-01,1.000000e-01,8.489827e-01,-1.526941e+00,1,3.400680e-02,1.666667e-01,1.000000e-01,4.797980e-01,3.620703e-01,0,1.360272e-02,1.666667e-01,1.000000e-01,4.943105e-01,1.122618e+00,1,9.201840e-03,1.666667e-01,1.000000e-01,9.673519e-01,5.069950e-01,1,1.960392e-02,1.666667e-01,1.000000e-01,1.396868e-01,-1.794064e-01,0,1.020204e-02,0,1.500000e-01,5.806524e-01,-1.716761e+00,1,1.460292e-02,1.666667e-01,1.000000e-01,7.860157e-01,-1.928689e-01,1,1.720344e-02,0,1.000000e-01,3.887295e-01,1.604930e-01,1,7.201440e-03,1.666667e-01,1.000000e-01,5.282976e-01,-1.469656e-01,1,1.400280e-02,1.666667e-01,1.000000e-01,5.015679e-01,5.357150e-01,1,1.100220e-02,1.666667e-01,1.000000e-01,3.926629e-01,1.462783e+00,1,1.840368e-02,1.666667e-01,1.000000e-01,4.574666e-01,1.209304e+00,1,1.240248e-02,1
5.000000e-01,1.250000e-01,6.183721e-01,1.829331e-01,1,4.080816e-02,0,1.250000e-01,7.454427e-01,5.098952e-01,1,2.460492e-02,5.000000e-01,1.250000e-01,9.578356e-01,-5.836186e-01,1,1.760352e-02,5.000000e-01,1.250000e-01,8.159465e-01,-1.030031e-01,1,3.680736e-02,5.000000e-01,1.250000e-01,9.672811e-01,-8.623922e-01,1,2.440488e-02,5.000000e-01,1.250000e-01,7.854513e-01,3.327680e-01,1,3.440688e-02,5.000000e-01,1.250000e-01,1.106926e+00,-1.426168e+00,1,4.800960e-02,5.000000e-01,1.250000e-01,1.360941e+00,-2.365645e+00,1,3.000600e-02,0,1.250000e-01,1.250030e+00,-2.562174e+00,1,2.280456e-02,5.000000e-01,1.250000e-01,9.525784e-01,-1.892324e+00,1,2.280456e-02,5.000000e-01,1.250000e-01,8.020537e-01,-6.398113e-01,1,2.500500e-02,5.000000e-01,1.250000e-01,8.070513e-01,-7.377111e-02,1,3.580716e-02,1
2.222222e-01,2.000000e-01,9.163429e-01,-1.813588e+00,1,2.480496e-02,1.000000e-01,2.000000e-01,4.121892e-01,1.061554e+00,1,1.560312e-02,2.222222e-01,2.000000e-01,2.871558e-01,9.106304e-01,1,8.801760e-03,1.000000e-01,2.000000e-01,9.407752e-01,1.593713e+00,1,2.200440e-02,2.222222e-01,2.000000e-01,1.817734e-01,9.802891e-01,0,1.140228e-02,2.222222e-01,2.000000e-01,5.480118e-01,-1.155668e+00,1,1.280256e-02,2.222222e-01,2.000000e-01,1.017727e+00,3.203465e+00,1,2.360472e-02,1.000000e-01,1.818182e-01,7.319510e-01,1.888154e+00,1,1.400280e-02,2.222222e-01,1.818182e-01,6.533484e-01,1.248909e+00,1,9.201840e-03,1.000000e-01,1.818182e-01,7.168570e-01,1.507030e+00,1,1.020204e-02,0,2.000000e-01,1.029467e+00,-2.105999e+00,1,1.400280e-02,2.222222e-01,1.818182e-01,1.086933e+00,-2.568977e+00,1,2.080416e-02,1
2.500000e-01,2.222222e-01,1.466327e+00,3.395456e-01,1,2.620524e-02,1.111111e-01,2.222222e-01,5.991317e-01,2.945940e-01,1,2.540508e-02,1.111111e-01,0,6.510273e-01,-1.395791e-02,1,1.640328e-02,2.500000e-01,2.222222e-01,1.275417e+00,-3.682766e-01,1,1.460292e-02,2.500000e-01,2.222222e-01,2.890878e-01,9.469247e-02,0,1.680336e-02,2.500000e-01,1.000000e-01,1.323998e+00,2.229465e-01,1,1.740348e-02,2.500000e-01,2.222222e-01,1.528213e+00,-2.893975e-01,1,2.620524e-02,1.111111e-01,2.222222e-01,1.509836e+00,1.290108e-01,1,1.840368e-02,1.111111e-01,2.222222e-01,1.381557e+00,-3.298320e-01,1,3.180636e-02,2.500000e-01,2.222222e-01,1.192676e+00,-4.519147e-01,1,1.960392e-02,2.500000e-01,2.222222e-01,1.232967e+00,-1.974669e-01,1,1.720344e-02,2.500000e-01,2.222222e-01,9.957062e-01,6.228084e-01,1,2.720544e-02,1
2.222222e-01,2.000000e-01,8.971842e-01,8.034978e-01,1,6.201240e-03,1.000000e-01,2.000000e-01,8.106038e-01,9.194690e-01,1,1.000200e-02,1.000000e-01,2.000000e-01,7.809764e-01,2.411488e+00,1,1.000200e-02,2.222222e-01,2.000000e-01,7.469838e-01,-1.309660e+00,1,1.120224e-02,1.000000e-01,2.000000e-01,7.620044e-01,5.647859e-01,1,1.000200e-02,2.222222e-01,2.000000e-01,1.022882e+00,-1.516697e+00,1,7.601520e-03,1.000000e-01,2.000000e-01,6.424354e-01,-5.351512e-01,1,1.460292e-02,1.000000e-01,2.000000e-01,9.764553e-01,-2.239203e+00,1,1.280256e-02,2.222222e-01,2.000000e-01,1.052245e+00,-1.633031e+00,1,1.780356e-02,2.222222e-01,2.000000e-01,9.400454e-01,-5.465296e-02,1,1.740348e-02,2.222222e-01,2.000000e-01,8.204457e-01,8.510754e-01,1,2.340468e-02,2.222222e-01,2.000000e-01,1.023900e+00,5.972701e-01,1,1.600320e-02,1
2.000000e-01,2.142857e-01,9.588219e-01,-6.224140e-01,1,1.680336e-02,1.250000e-01,2.142857e-01,1.193346e+00,-1.413720e+00,1,9.201840e-03,5.882353e-02,2.142857e-01,1.059856e+00,-1.647952e+00,1,9.401880e-03,2.000000e-01,2.142857e-01,9.783245e-01,1.159402e+00,1,8.601720e-03,1.250000e-01,2.142857e-01,1.132229e+00,-2.074413e+00,1,6.401280e-03,1.250000e-01,2.142857e-01,1.014540e+00,3.560353e-01,1,7.601520e-03,1.250000e-01,2.142857e-01,9.810230e-01,-1.512390e+00,1,3.540708e-02,1.250000e-01,2.142857e-01,6.628530e-01,-1.072723e+00,1,1.120224e-02,2.000000e-01,2.142857e-01,7.452832e-01,-2.747873e+00,1,9.001800e-03,2.000000e-01,2.142857e-01,8.279083e-01,-2.227274e+00,1,6.401280e-03,1.250000e-01,2.142857e-01,8.528868e-01,-1.532798e+00,1,1.060212e-02,2.000000e-01,2.142857e-01,9.136299e-01,-9.522264e-01,1,1.380276e-02,1
2.857143e-01,2.222222e-01,8.684591e-01,-1.352233e+00,1,5.241048e-02,2.857143e-01,2.222222e-01,1.115747e+00,-2.542659e-01,1,1.860372e-02,1.250000e-01,2.222222e-01,9.963759e-01,2.226670e+00,1,2.000400e-02,2.857143e-01,2.222222e-01,8.903429e-01,1.066310e+00,1,3.120624e-02,1.250000e-01,2.222222e-01,9.333274e-01,2.954742e+00,1,2.420484e-02,2.857143e-01,2.222222e-01,1.089322e+00,-1.641495e+00,1,3.280656e-02,2.857143e-01,2.222222e-01,8.563621e-01,1.244135e+00,1,4.580916e-02,1.250000e-01,2.222222e-01,1.319125e+00,-4.778214e-01,1,1.620324e-02,2.857143e-01,2.222222e-01,1.281831e+00,-1.600130e+00,1,2.180436e-02,2.857143e-01,2.222222e-01,1.290643e+00,-2.261317e+00,1,4.320864e-02,2.857143e-01,2.222222e-01,1.219068e+00,-2.177685e+00,1,3.720744e-02,2.857143e-01,2.222222e-01,1.022957e+00,-1.848884e+00,1,4.620924e-02,1
1.428571e-01,2.000000e-01,6.698977e-01,2.598605e-01,1,1.940388e-02,0,0,7.679931e-02,1.612130e-01,0,1.520304e-02,1.428571e-01,2.000000e-01,1.194131e+00,-2.074441e-01,1,1.480296e-02,1.428571e-01,2.000000e-01,1.064962e+00,-4.492182e-01,1,1.580316e-02,1.428571e-01,2.000000e-01,7.497287e-01,-5.111797e-01,1,1.140228e-02,6.666667e-02,2.000000e-01,1.059814e+00,1.721750e-01,1,2.460492e-02,0,2.000000e-01,1.341664e+00,-1.457306e+00,1,1.140228e-02,6.666667e-02,2.000000e-01,9.903860e-01,-1.644396e+00,1,8.801760e-03,6.666667e-02,2.000000e-01,5.988648e-01,-5.768568e-01,1,8.601720e-03,1.428571e-01,2.000000e-01,1.262664e+00,-2.094290e-01,1,1.860372e-02,6.666667e-02,2.000000e-01,9.365969e-01,-4.635839e-02,1,1.240248e-02,1.428571e-01,2.000000e-01,9.854304e-01,-1.421652e-02,1,1.580316e-02,1
3.000000e-01,2.500000e-01,2.291737e+00,-4.906141e-01,0,8.401680e-03,3.000000e-01,2.500000e-01,1.730413e+00,-7.772407e-01,1,6.801360e-03,3.000000e-01,2.500000e-01,1.255213e+00,5.172675e-02,1,6.801360e-03,3.000000e-01,2.500000e-01,1.947060e+00,4.955734e-01,0,7.001400e-03,8.333333e-02,2.500000e-01,1.362429e+00,-2.195731e+00,1,9.201840e-03,3.000000e-01,2.500000e-01,1.738977e+00,-5.012927e-01,0,7.001400e-03,3.000000e-01,2.500000e-01,1.051545e+00,-1.899301e-02,0,4.400880e-03,3.000000e-01,2.500000e-01,6.727729e-01,-1.117855e-01,0,2.600520e-03,3.000000e-01,2.500000e-01,1.015487e+00,-3.075642e-01,0,4.000800e-03,3.000000e-01,2.500000e-01,1.123289e+00,-2.240085e-01,0,2.800560e-03,3.000000e-01,2.500000e-01,1.006495e+00,-4.944016e-02,0,7.201440e-03,3.000000e-01,2.500000e-01,1.315137e+00,-3.033914e+00,0,7.401480e-03,1
1.666667e-01,9.090909e-02,7.570193e-01,4.476359e-01,1,8.601720e-03,0,9.090909e-02,1.109517e+00,-1.593586e+00,1,1.140228e-02,1.666667e-01,9.090909e-02,8.594257e-01,-1.511818e+00,1,8.601720e-03,1.666667e-01,9.090909e-02,8.082489e-01,1.166100e-01,1,7.001400e-03,1.666667e-01,9.090909e-02,9.307745e-01,-2.486369e+00,1,1.220244e-02,1.666667e-01,9.090909e-02,8.543041e-01,9.417170e-01,1,7.201440e-03,4.000000e-01,1.818182e-01,9.100982e-01,-4.152159e-01,1,6.601320e-03,1.666667e-01,1.818182e-01,1.065431e+00,-8.244490e-01,1,1.760352e-02,1.666667e-01,9.090909e-02,1.101241e+00,-3.219924e+00,1,1.400280e-02,4.000000e-01,1.818182e-01,1.002130e+00,-2.078715e+00,1,8.601720e-03,1.666667e-01,0,1.018659e+00,-1.068575e+00,1,2.040408e-02,1.666667e-01,9.090909e-02,8.714661e-01,-9.417607e-01,1,1.660332e-02,1
3.333333e-01,1.538462e-01,1.017044e+00,8.481998e-01,1,2.300460e-02,3.333333e-01,1.538462e-01,1.037168e+00,3.081420e+00,1,1.920384e-02,3.333333e-01,1.538462e-01,1.250696e+00,-1.087582e-01,1,1.560312e-02,3.333333e-01,1.538462e-01,1.023062e+00,-2.252992e+00,1,1.040208e-02,1.428571e-01,1.538462e-01,1.144363e+00,2.384129e+00,1,1.900380e-02,1.428571e-01,1.538462e-01,9.519447e-01,-7.961039e-01,1,1.760352e-02,3.333333e-01,1.538462e-01,8.833132e-01,-1.902028e+00,1,2.020404e-02,3.333333e-01,1.538462e-01,8.837420e-01,-2.296004e+00,1,1.240248e-02,3.333333e-01,1.538462e-01,9.369319e-01,-2.534380e+00,1,7.401480e-03,3.333333e-01,1.428571e-01,1.142274e+00,-1.299350e+00,1,2.040408e-02,3.333333e-01,1.538462e-01,1.053448e+00,-9.165410e-05,1,2.020404e-02,3.333333e-01,1.538462e-01,9.894060e-01,3.533290e-01,1,2.000400e-02,1
2.500000e-01,1.538462e-01,1.082747e+00,9.992950e-03,1,1.800360e-02,1.111111e-01,1.538462e-01,4.886925e-01,6.596759e-01,1,1.800360e-02,1.111111e-01,1.538462e-01,9.321405e-01,-1.656736e+00,1,2.400480e-02,2.500000e-01,1.538462e-01,5.433049e-01,-3.560435e-01,1,1.360272e-02,1.111111e-01,1.538462e-01,8.005509e-01,-8.970697e-02,1,2.400480e-02,2.500000e-01,1.538462e-01,9.927314e-01,-1.184461e-01,1,2.260452e-02,1.111111e-01,1.538462e-01,6.917939e-01,-9.724130e-02,1,1.080216e-02,2.500000e-01,0,1.043009e-01,-8.232657e-01,1,7.601520e-03,2.500000e-01,1.538462e-01,9.572216e-01,-3.928708e+00,1,1.500300e-02,2.500000e-01,1.428571e-01,9.821184e-01,-2.121171e+00,1,2.480496e-02,2.500000e-01,1.538462e-01,5.680339e-01,-3.540127e-01,1,1.040208e-02,2.500000e-01,1.538462e-01,4.205880e-01,1.982775e-01,1,1.040208e-02,1
2.000000e-01,2.000000e-01,1.041243e+00,1.016625e+00,1,1.060212e-02,2.000000e-01,2.000000e-01,9.020201e-01,-4.020924e-01,1,7.801560e-03,0,2.000000e-01,1.004971e+00,-2.022053e+00,1,7.601520e-03,2.000000e-01,2.000000e-01,9.027597e-01,-3.517982e-01,1,8.401680e-03,5.882353e-02,2.000000e-01,8.666417e-01,-1.310610e+00,1,5.001000e-03,5.882353e-02,2.000000e-01,1.161618e+00,1.733575e+00,1,9.001800e-03,5.882353e-02,2.000000e-01,9.603801e-01,-2.341850e+00,1,1.620324e-02,0,2.000000e-01,1.071794e+00,-1.300698e+00,1,2.140428e-02,1.250000e-01,2.000000e-01,7.315051e-01,-1.595254e+00,1,9.201840e-03,2.000000e-01,2.000000e-01,9.379428e-01,-2.758087e-01,1,8.001600e-03,2.000000e-01,2.000000e-01,1.002664e+00,2.543684e-01,1,5.401080e-03,2.000000e-01,2.000000e-01,8.934207e-01,3.627146e-01,1,5.801160e-03,1
4.000000e-01,1.428571e-01,9.809330e-01,1.688220e+00,1,2.300460e-02,4.000000e-01,1.428571e-01,9.098912e-01,-1.311002e+00,1,1.400280e-02,4.000000e-01,1.428571e-01,1.071194e+00,-7.411418e-01,1,1.060212e-02,4.000000e-01,1.428571e-01,1.023345e+00,7.254784e-01,1,1.760352e-02,1.666667e-01,1.428571e-01,9.474772e-01,-1.034494e+00,1,1.040208e-02,4.000000e-01,1.428571e-01,8.930793e-01,1.350151e+00,1,1.880376e-02,4.000000e-01,1.428571e-01,8.957234e-01,-1.408729e+00,1,2.760552e-02,4.000000e-01,1.428571e-01,1.083905e+00,-1.255649e+00,1,2.560512e-02,4.000000e-01,1.428571e-01,7.666251e-01,-1.865123e+00,1,1.980396e-02,4.000000e-01,1.428571e-01,1.116109e+00,-2.177454e+00,1,2.060412e-02,4.000000e-01,1.428571e-01,1.161469e+00,-1.514926e+00,1,2.360472e-02,4.000000e-01,1.428571e-01,1.050951e+00,8.302495e-01,1,2.220444e-02,1
0,1.111111e-01,6.941310e-01,8.571182e-01,1,4.520904e-02,2.500000e-01,9.090909e-02,4.103390e-01,-1.246587e-01,0,3.960792e-02,2.500000e-01,1.111111e-01,5.313585e-01,4.054501e-01,1,4.360872e-02,2.500000e-01,1.111111e-01,5.946183e-01,-2.537911e-01,1,4.860972e-02,2.500000e-01,1.111111e-01,3.213133e-01,8.211467e-01,1,3.860772e-02,2.500000e-01,1.111111e-01,7.024794e-01,5.543801e-01,1,4.360872e-02,2.500000e-01,1.111111e-01,9.553768e-01,1.404033e-01,1,3.240648e-02,2.500000e-01,1.111111e-01,7.492807e-01,-7.318911e-02,1,1.820364e-02,2.500000e-01,1.111111e-01,6.181529e-01,-8.012103e-01,1,2.480496e-02,2.500000e-01,1.111111e-01,6.663524e-01,-4.139710e-01,1,3.060612e-02,2.500000e-01,1.111111e-01,9.347409e-01,-1.716787e-01,1,3.660732e-02,2.500000e-01,1.111111e-01,9.250608e-01,-2.585152e-02,1,5.181036e-02,1
3.333333e-01,1.000000e-01,5.160143e-01,6.820424e-01,1,2.460492e-02,3.333333e-01,1.000000e-01,8.022354e-01,7.046644e-02,1,2.520504e-02,3.333333e-01,1.000000e-01,5.859177e-01,-1.174731e+00,1,2.220444e-02,3.333333e-01,1.000000e-01,5.878334e-01,-3.871177e-01,1,2.000400e-02,3.333333e-01,1.000000e-01,1.054092e+00,-4.705919e-01,1,2.560512e-02,3.333333e-01,1.000000e-01,9.225093e-01,8.866791e-01,1,2.000400e-02,3.333333e-01,1.000000e-01,6.189277e-01,3.137241e-01,1,3.080616e-02,3.333333e-01,1.000000e-01,6.381087e-01,1.029608e+00,1,1.940388e-02,0,1.000000e-01,8.750549e-01,-5.405477e-01,1,2.140428e-02,3.333333e-01,1.000000e-01,8.423857e-01,-1.197680e+00,1,1.020204e-02,3.333333e-01,1.000000e-01,8.345931e-01,-7.583767e-02,1,2.160432e-02,3.333333e-01,1.000000e-01,5.896239e-01,3.871691e-03,1,1.900380e-02,1
1.428571e-01,2.000000e-01,9.072194e-01,1.613120e-02,1,2.900580e-02,3.333333e-01,2.000000e-01,1.158885e+00,-3.320464e-01,1,2.720544e-02,3.333333e-01,2.000000e-01,1.314453e+00,-7.689380e-02,1,1.280256e-02,3.333333e-01,2.000000e-01,8.249783e-01,-1.954649e-01,1,3.000600e-02,3.333333e-01,2.000000e-01,1.152748e+00,-1.293923e+00,1,2.340468e-02,1.428571e-01,2.000000e-01,1.291361e+00,-1.066307e-01,1,1.580316e-02,3.333333e-01,2.000000e-01,1.787218e+00,1.069592e+00,1,8.201640e-03,3.333333e-01,2.000000e-01,1.255412e+00,-2.390380e+00,1,1.680336e-02,3.333333e-01,2.000000e-01,1.254063e+00,-2.186943e+00,1,1.360272e-02,3.333333e-01,2.000000e-01,1.253059e+00,-1.592472e+00,1,1.460292e-02,3.333333e-01,2.000000e-01,1.279356e+00,-9.944748e-01,1,1.000200e-02,3.333333e-01,2.000000e-01,1.210320e+00,-5.862168e-01,1,2.180436e-02,1
9.090909e-02,1.818182e-01,9.626886e-01,9.387968e-01,1,1.300260e-02,2.000000e-01,1.818182e-01,7.658013e-01,6.341280e-01,1,1.880376e-02,2.000000e-01,1.818182e-01,1.019948e+00,9.177037e-01,1,1.060212e-02,0,1.818182e-01,7.954705e-01,-9.911188e-01,1,2.000400e-02,2.000000e-01,1.818182e-01,4.918404e-01,4.510829e-01,1,1.040208e-02,9.090909e-02,1.818182e-01,1.098653e+00,2.575530e-01,1,1.640328e-02,9.090909e-02,1.818182e-01,1.189979e+00,5.548381e-01,1,1.440288e-02,2.000000e-01,1.818182e-01,5.729486e-01,1.729405e-01,1,1.360272e-02,2.000000e-01,1.818182e-01,5.048788e-01,-2.150442e-01,1,1.060212e-02,2.000000e-01,1.818182e-01,5.715060e-01,-9.580144e-01,1,9.001800e-03,2.000000e-01,1.818182e-01,9.610810e-01,-8.461817e-01,1,1.960392e-02,9.090909e-02,1.818182e-01,9.894502e-01,6.127143e-01,1,2.380476e-02,1
2.222222e-01,1.666667e-01,7.348086e-01,-1.990894e-01,1,1.460292e-02,2.222222e-01,1.666667e-01,1.095584e+00,3.010101e+00,1,3.120624e-02,1.000000e-01,1.666667e-01,9.736725e-01,8.086950e-01,1,9.801960e-03,1.000000e-01,1.666667e-01,8.695097e-01,-1.520073e+00,1,1.640328e-02,1.000000e-01,1.666667e-01,1.038733e+00,1.303568e+00,1,1.420284e-02,1.000000e-01,1.666667e-01,8.603894e-01,-7.508711e-01,1,1.280256e-02,0,1.666667e-01,5.609335e-01,2.141944e-01,0,9.601920e-03,1.000000e-01,8.695652e-02,2.365660e-01,2.232687e-02,0,8.201640e-03,2.222222e-01,8.695652e-02,1.937113e-01,-2.700293e-01,0,1.200240e-02,2.222222e-01,1.666667e-01,3.727862e-01,-1.766927e-01,1,1.340268e-02,2.222222e-01,1.666667e-01,7.547013e-01,4.332512e-01,1,1.680336e-02,2.222222e-01,1.666667e-01,9.036646e-01,9.581809e-01,1,2.160432e-02,1
